107.881 4.22134 108.551
106.349 4.88366 101.213
108.087 0.686902 101.218
108.58 6.53561 102.387
104.842 3.17757 105.264
101.309 4.92647 109.756
105.297 7.9754 107.277
105.798 6.5399 102.878
106.458 5.34473 102.562
109.855 9.10819 101.649
108.772 6.98924 105.87
107.323 3.33815 100.754
108.536 1.42481 101.44
109.754 0.00457796 107.976
102.141 4.84645 101.154
107.405 6.155 106.08
107.161 1.45168 104.055
104.438 7.24976 100.595
107.315 3.70784 105.94
109.877 3.56285 105.048
