180123040,XX103M,BB
180101095,ME101,AB
180123028,CS402,BB
180101061,CS346,AB
180123030,PH110,AA
180101007,XX102M,DD
180123063,CS207,AA
180101064,ME101,AA
180101056,CS204,DD
180101059,CS245,AA
180101032,MA225,BC
180123037,CS245,AA
180101067,XX102M,CD
180101018,HS101,BB
180123012,CS223,BC
180123004,CS346,DD
180101040,HS100,AB
180101029,HS201,DD
180123038,SA301,CC
180123048,CS224,BC
180101052,MA225,AA
180101073,HS102,CD
180101004,CS201,DD
180101023,CS498,AB
180123011,CS499,CD
180123038,HS101,CD
180101010,CS361,AB
180101033,OE201,BC
180101057,CS203,AA
180123047,CS499,CC
180101025,CH110,BC
180101040,PH101,CC
180101006,CS205,BB
180101090,CS204,CD
180101046,HS201,BC
180101092,OE101,BC
180101051,CS201,BB
180101034,CS348,DD
180123021,XX104M,AB
180101050,CS346,BB
180123009,CS245,BC
180123031,EE110,AB
180123006,CS499,CD
180101080,HS201,CC
180123036,CS404,AB
180101081,CS246,BB
180101020,HS100,BC
180123043,CS345,BB
180123051,OE102,AB
180101023,ME111,CD
180101085,CS221,BB
180101021,CS246,CC
180123055,SA201,DD
180101013,CS346,DD
180123037,XX101M,DD
180123013,MA321,AB
180101056,OE202,AB
180101090,CS110,DD
180101048,OE201,AA
180101096,ME101,CC
180123006,BT101,BC
180123054,EE110,BB
180123050,ME101,AB
180101053,CS110,AB
180123007,XX103M,AB
180101004,OE202,BB
180123020,EE101,DD
180101047,CS110,CD
180123019,BT101,BC
180123037,CS401,AB
180123045,CS404,BB
180123052,CS346,AA
180123006,ME111,DD
180101081,CS204,CC
180123037,SA101,DD
180101003,CS402,AA
180123021,CS201,BC
180123053,CS498,DD
180101034,CH101,BC
180101032,BT101,AB
180101064,CS343,BB
180123040,MA102,BB
180101023,CS346,BB
180101045,CS348,CC
180101036,CH110,DD
180101045,CS361,DD
180123026,CS403,DD
180101027,CS246,DD
180101086,EE101,AB
180123032,CS101,DD
180101079,EE110,CD
180123053,XX105M,AA
180101024,HS202,DD
180101037,CS345,AB
180123003,CS223,DD
180101012,CS221,CC
180101049,PH101,DD
180101061,CH101,BB
180123040,XX101M,AA
180101097,PH101,DD
180123035,OE101,BB
180101065,CS401,BC
180123041,SA101,AA
180101048,PH110,BC
180123041,OE202,CC
180123001,MA102,AA
180101083,OE102,AB
180101091,XX105M,BB
180101073,SA201,BC
180123065,CS345,BC
180123034,CS403,BB
180123037,CS402,AA
180123003,CH101,AB
180101022,PH102,CD
180101087,CS405,AA
180101090,XX101M,BC
180123061,CS223,BC
180101012,CS346,AA
180101024,XX104M,DD
180123053,CS221,AB
180101012,CS204,AA
180123026,HS100,AB
180123007,HS202,BC
180101068,XX105M,BB
180101024,OE202,CC
180101020,XX104M,AA
180101007,CS101,BC
180123018,CS343,CC
180101074,CS501,AB
180101041,CS404,AB
180101039,CS501,CD
180101057,XX102M,BB
180123031,CS404,CD
180101034,CS343,CD
180101069,CS498,AB
180101037,HS202,BB
180123013,CS245,CC
180101037,ME110,BB
180123046,CS110,CD
180101086,CS204,BC
180101062,EE101,AB
180101090,ME111,BC
180123017,ME111,AB
180101011,BT101,CC
180123049,CS402,CC
180123054,CS341,DD
180101070,CS201,AA
180101035,MA102,CC
180101091,XX101M,DD
180101078,ME101,CD
180101066,XX104M,AB
180101073,CH110,CD
180101007,ME110,DD
180123001,CS204,BB
180123017,CS346,AA
180123012,XX101M,BB
180101004,CS246,CC
180123035,MA222,CD
180101004,OE101,AA
180101046,HS102,BB
180101069,SA301,CD
180101068,CS345,BB
180101027,MA102,AA
180101052,MA102,AA
180101096,MA101,CC
180101027,HS102,AB
180101080,XX101M,BC
180101056,CS343,CC
180123011,SA401,AB
180101045,HS201,AB
180123015,MA102,CC
180101095,CS223,DD
180101094,CS224,BB
180123057,SA201,AB
180101063,CS361,CD
180101071,CH101,AA
180101086,OE101,CD
180101036,HS201,DD
180123065,CS101,CD
180101005,CS361,DD
180101040,CS201,BB
180123038,CS224,AA
180101011,CS221,AB
180123021,CS348,AB
180101046,CS245,DD
180101053,MA225,BB
180123011,MA321,BB
180101028,BT101,CD
180123033,CH101,AB
180101059,ME110,CC
180101043,CS201,CD
180101063,EE110,DD
180101045,XX105M,BC
180101053,CH110,DD
180123034,SA201,BC
180101091,CS101,AB
180123030,MA321,CC
180101081,BT101,AB
180101003,HS100,BB
180101021,CS402,CD
180101086,CS402,AB
180123060,CS404,BB
180101086,CS499,CC
180101064,CS224,DD
180101070,SA101,DD
180101053,CS403,CD
180101078,PH102,DD
180123054,HS100,AB
180101016,XX105M,AA
180101045,MA225,BC
180123060,XX102M,DD
180123019,MA225,BC
180101051,MA225,CD
180123025,ME101,AB
180123047,CS405,CD
180101031,EE101,AA
180123037,XX102M,DD
180101031,CS498,CD
180101019,OE201,CC
180101096,CS404,AA
180123061,CH101,CD
180123040,HS100,AB
180123006,ME110,CC
180101023,CS246,BC
180101080,CS343,AA
180101022,CS343,DD
180101075,MA225,DD
180101060,XX104M,BC
180123044,CS361,DD
180123040,OE202,CD
180101044,CS207,AB
180123040,CS499,DD
180101005,XX102M,AB
180101048,CS221,BC
180101039,EE110,CD
180123028,CH110,DD
180101013,XX104M,BB
180123053,CH110,DD
180123062,CS343,CC
180123028,CS207,CD
180101089,CH110,DD
180123008,SA401,CC
180101047,HS100,AB
180123051,BT101,BC
180123010,CS346,CD
180123007,SA101,DD
180101067,CH101,BB
180101028,CS404,DD
180101030,SA401,DD
180101063,OE102,DD
180101085,ME111,AA
180101085,CS403,AB
180101007,XX104M,CC
180101076,HS101,BB
180101069,ME110,DD
180123043,CH110,CD
180123050,CS499,BC
180123019,ME110,BC
180101074,CS204,BC
180101021,EE110,BB
180123038,HS202,DD
180123010,CS401,AB
180101025,CS203,AA
180101038,CS201,CD
180123035,MA225,AB
180123004,CS344,AB
180101069,XX102M,CD
180123006,CH110,CC
180101090,OE202,BC
180123020,PH110,DD
180101066,MA101,BC
180123017,XX102M,CD
180101036,XX101M,BB
180123032,XX104M,DD
180101053,CS343,BC
180101007,HS102,CC
180101084,XX102M,CC
180101062,BT101,BC
180123014,CS344,AA
180101078,OE202,AA
180101094,CS346,AA
180123022,PH102,BB
180101097,CS343,DD
180101030,HS201,BB
180101003,MA321,DD
180123049,CS342,CC
180123021,CS342,BB
180101067,PH102,AB
180123009,SA101,DD
180101048,CS501,BC
180101035,MA225,AB
180101073,OE202,BB
180123064,HS201,AA
180123038,XX102M,CC
180101005,XX104M,BB
180101092,CS246,CD
180101021,MA321,BB
180123016,CS203,AB
180101065,MA102,CC
180101094,MA101,BB
180101086,CS110,BC
180123021,MA222,AB
180101054,XX103M,CD
180123062,CH110,AA
180101002,OE202,DD
180123059,MA102,BB
180101020,CS203,AA
180101041,XX101M,AB
180123018,CS242,CD
180101023,CS205,CC
180123021,XX105M,BB
180123011,CH110,AB
180123034,HS100,CC
180123036,CS110,AB
180101091,PH101,AA
180123001,OE202,DD
180101069,XX105M,CD
180101090,XX103M,AA
180123031,HS201,CC
180101098,CS499,DD
180101010,CH110,DD
180123029,EE110,AB
180101060,BT101,AB
180123026,CS205,BC
180101021,MA101,CD
180101053,CS348,CC
180101089,CS224,CC
180101065,XX105M,BC
180101015,XX102M,BC
180123045,OE201,BC
180123061,CS403,AA
180101073,CS204,DD
180101023,HS202,BC
180101093,CS203,CD
180101080,CS203,CC
180123021,MA101,BB
180101056,OE102,CC
180101033,SA401,CD
180123042,XX104M,BB
180101049,CS345,CC
180101064,CS405,BC
180101009,XX102M,CD
180101043,CS499,AA
180123032,CS499,CC
180101080,ME111,AB
180101033,HS100,CD
180123029,ME111,BB
180123047,CS361,BB
180123059,CS361,BC
180123045,MA102,BB
180123063,XX102M,BC
180101014,CS345,CC
180101020,CS401,CD
180101067,XX104M,CC
180101008,HS100,CC
180123006,CS343,CD
180101052,CS404,BC
180101051,CH101,AA
180101021,SA401,DD
180101090,CS501,AB
180123049,CS110,BB
180101035,CS498,BB
180101075,CS343,BC
180101047,CS204,BC
180101004,CS403,BB
180101036,EE110,BC
180123038,ME111,AB
180101077,PH101,DD
180101094,EE101,BB
180123016,EE110,CC
180123060,CS344,CD
180123033,ME111,CC
180101057,CS361,CD
180101059,MA321,AA
180123062,CS346,DD
180101009,ME111,BC
180101052,SA101,AA
180123043,CS203,AB
180123060,HS201,BB
180101064,CS242,BB
180101093,SA301,CD
180123019,CS204,AB
180101088,XX102M,DD
180101031,CS401,AA
180123011,CS348,DD
180123008,CS404,AB
180123032,CS204,DD
180101013,PH110,BB
180101036,OE101,AA
180123035,CS201,CC
180123036,HS100,CC
180101059,CS405,AB
180101040,XX105M,BC
180123046,CS343,BC
180123064,CS221,AA
180123065,XX104M,BC
180101095,HS102,BB
180123029,CS501,DD
180101061,CS342,AA
180123065,MA225,BC
180101062,HS201,AB
180123030,BT101,AA
180101088,PH110,DD
180123061,CS242,BC
180101055,XX102M,AB
180123041,CS348,BC
180101042,ME111,CD
180101095,CS346,BB
180101020,ME110,DD
180123058,CS342,BB
180101032,PH101,DD
180101079,HS202,BC
180101045,HS100,CD
180123002,CS344,AB
180123034,CS342,CD
180101012,ME101,AA
180101067,ME111,BB
180101003,CH110,BB
180123022,CS499,CC
180123034,CS207,CD
180101083,CS204,CD
180101064,CS221,CD
180101062,PH101,AB
180101066,HS202,AA
180123043,SA301,AB
180101082,SA201,DD
180123054,XX102M,CC
180101082,CS342,CC
180101061,CS207,CD
180123036,EE101,AB
180123012,HS102,AB
180123029,CS223,AB
180101033,CS498,AA
180101016,XX102M,BB
180123062,SA401,BB
180101006,EE110,DD
180101020,CS361,CC
180101080,MA225,BC
180101064,XX104M,DD
180101095,CS345,BB
180101046,OE202,BC
180123049,EE110,BC
180123051,CS242,BC
180123007,CH110,BC
180101079,CS345,AB
180123030,CS405,BC
180123001,CS345,DD
180101061,CS205,AA
180123011,OE201,BC
180101083,CS344,AA
180101071,XX102M,AA
180101008,ME111,CD
180123057,CS242,AA
180123009,PH110,BC
180101012,CS501,AB
180101006,OE201,BC
180101011,HS201,CC
180123038,SA401,BC
180101029,OE201,AB
180123002,CS499,BB
180123008,ME111,BB
180101041,PH101,CD
180101025,CS221,BC
180101070,CS402,AB
180123023,ME111,AB
180101065,CS101,CC
180101055,CS346,AA
180123012,CS403,DD
180123062,CS342,AA
180101079,CS404,BC
180101092,CS402,AA
180101004,CS203,DD
180101007,XX103M,DD
180101028,OE202,CD
180101023,CS344,AB
180101064,CH110,AB
180123061,CS341,DD
180101054,CS404,AB
180101004,XX101M,CC
180101054,OE202,BC
180123031,MA101,AB
180123063,CS345,BB
180123006,MA222,CD
180101005,SA101,CC
180123055,XX102M,AB
180123011,CS245,DD
180123042,CS501,CD
180101068,CS110,BB
180101036,CS404,BB
180123002,CS405,CC
180123029,CS361,BB
180101067,XX103M,BB
180123041,CS203,DD
180123005,CS498,DD
180101097,MA102,BB
180101037,MA222,BB
180101009,SA201,CC
180101053,SA301,BB
180123054,SA101,BB
180101017,CS203,CC
180101037,SA201,DD
180101087,HS201,AA
180101060,CS499,AA
180101088,MA321,CC
180101083,OE202,CC
180123063,MA222,DD
180101020,OE101,AA
180101047,CS224,DD
180123024,ME101,CC
180101088,CS201,AB
180123007,CS224,BB
180101037,SA301,AB
180101006,OE101,AA
180123003,MA222,CD
180101029,MA225,CC
180123019,CH110,DD
180123009,CS498,CC
180123061,CS245,AB
180101020,BT101,CD
180101011,CS341,CD
180101005,PH101,DD
180101035,OE201,CC
180123059,CS221,BC
180123054,CH101,CC
180101048,CS343,AB
180123044,OE202,BB
180123051,MA222,BC
180101009,PH102,BC
180123012,CS221,BC
180123035,CH101,BC
180123025,ME111,BC
180123025,CS342,CD
180101088,XX101M,CC
180101003,HS201,AA
180101041,CS402,BC
180101031,ME110,BC
180123054,CS501,AA
180101048,HS100,DD
180123059,CS205,CD
180101005,OE201,CD
180123040,OE201,AA
180101045,SA101,BC
180101084,CS402,BC
180123006,CS498,AA
180101039,CS207,CC
180123031,XX101M,CD
180101013,CS224,CD
180123014,OE202,AA
180101031,CS341,BB
180123008,CS204,BC
180123046,OE201,AB
180101053,CS342,CD
180123009,CS405,DD
180101092,CS205,BB
180101085,XX104M,AB
180123063,SA401,BB
180101055,CS201,BB
180101030,CS346,BC
180123023,CS361,BC
180101077,CS223,AA
180123043,MA225,BB
180101008,XX101M,CD
180101045,CS207,AA
180101014,CS499,AB
180123046,CS401,CC
180123004,ME111,CD
180101097,MA321,AB
180101095,CS344,AA
180101089,HS102,DD
180101087,CS345,AB
180101018,EE101,AA
180101045,CS242,BC
180101048,MA102,DD
180123030,EE110,AB
180101087,HS202,AA
180101032,CS403,AB
180101040,CS101,BC
180123029,CS242,AB
180101008,CS401,BB
180123006,MA225,AA
180123044,CS110,BB
180101067,MA102,AA
180123028,EE110,AB
180101062,MA102,CD
180101046,CS203,AB
180101031,CS205,CC
180123041,HS101,BC
180123006,MA321,BB
180101089,CS201,AA
180123019,CS221,CC
180123044,CS201,AB
180101051,CS346,AA
180101017,CS342,BB
180101064,CS403,DD
180123044,SA201,AB
180123047,CS343,AB
180101032,XX105M,CC
180101047,OE202,CD
180123004,CS205,CD
180123038,CS499,CC
180101010,XX104M,AB
180101020,CS404,AB
180123031,CH101,CD
180101012,XX102M,DD
180101008,CS341,CD
180123037,EE101,BB
180101095,PH102,AB
180101015,XX104M,CC
180123044,HS100,CC
180101017,OE201,CD
180101038,CS498,CD
180101085,HS102,DD
180101082,CS348,DD
180123034,CS344,AB
180101055,CS207,AB
180123038,CS405,CD
180123049,CS223,AB
180101074,OE102,AB
180123033,OE201,BC
180101029,XX101M,CD
180101021,CS344,BB
180123018,PH101,BC
180101051,CS246,AB
180101037,EE110,DD
180101029,ME110,CD
180101036,SA101,DD
180123006,CS341,BB
180101070,CS207,CC
180123057,CS498,AB
180123014,CS223,DD
180123054,XX103M,BB
180101070,CS498,BB
180101077,ME101,BC
180101058,CS405,DD
180123054,CS499,CD
180123007,CS223,BC
180123010,CS402,AA
180123062,XX104M,CD
180123042,HS100,CC
180101016,BT101,AA
180101077,CS361,CD
180101060,XX102M,AB
180123005,CS101,CC
180123034,CS205,DD
180101073,ME110,BC
180101077,CS402,BB
180101077,XX105M,AB
180101068,CS402,BC
180101076,OE202,DD
180101052,OE202,AB
180123031,HS101,AA
180123044,MA101,AB
180101064,CS344,AA
180101011,CS110,CC
180123006,HS201,CC
180123012,EE110,BB
180101080,SA301,BB
180101044,CH101,DD
180123020,CS501,CC
180123064,BT101,AA
180101085,EE101,BC
180101062,XX105M,DD
180123065,ME101,BB
180101004,CS346,AA
180101042,XX104M,CD
180101008,MA225,AB
180101002,CS401,DD
180101048,ME101,BC
180101067,ME101,CC
180101019,CS246,BC
180101069,CS401,CD
180101074,HS201,AA
180123048,ME110,BB
180123047,PH101,AB
180123055,XX104M,AA
180123030,CS361,CC
180101056,CS499,AA
180123013,HS101,DD
180101090,SA401,BC
180123024,EE101,DD
180101032,CS499,CD
180101013,CS101,AB
180123044,MA222,CD
180123010,OE101,AA
180101032,CS224,CD
180123006,CS223,AB
180101074,OE101,BB
180123043,ME101,AA
180101077,CS242,AA
180101076,OE101,CD
180123065,BT101,AB
180123042,PH101,CC
180101054,CS246,AA
180123044,PH110,CC
180101042,MA321,DD
180101051,XX105M,CD
180101078,CS343,CC
180101005,CS101,CC
180101017,CS344,BC
180101042,CH101,DD
180123033,CS242,BB
180123035,CS242,DD
180123019,HS100,CD
180123033,HS201,BB
180101069,OE101,CC
180101009,EE101,AB
180123014,MA225,AA
180123023,CS224,CD
180123009,SA301,DD
180101021,PH102,DD
180101086,MA101,CD
180101057,EE101,BC
180101079,OE201,AA
180101081,CS499,AA
180123037,ME110,CD
180123007,CS346,CC
180101086,XX104M,BC
180123011,BT101,DD
180101086,HS100,DD
180101095,CH110,AA
180123064,CS346,AB
180101003,CS245,BC
180101081,HS100,BC
180101010,CS499,BC
180101079,CS110,CD
180101072,CS404,DD
180101088,CH101,CD
180101067,CS345,BC
180123019,CS201,CD
180123055,HS202,CD
180101057,HS201,AB
180123065,OE101,AB
180101061,CS221,AA
180101072,CS110,AB
180101038,CS401,BB
180101073,BT101,BB
180123028,CS348,CC
180123001,PH110,BB
180101017,OE102,AB
180123002,MA321,CD
180123004,ME101,AB
180101064,CS498,CD
180123026,CS201,BC
180101002,MA102,BB
180123034,HS201,CD
180123031,CS224,BB
180101036,CS110,BB
180101049,XX105M,AA
180123038,HS102,CD
180101058,CS224,AB
180101061,HS201,BC
180101020,CS207,CD
180123064,ME101,AB
180123038,XX104M,AB
180123034,CS204,BC
180123028,XX102M,CC
180101088,MA101,AA
180123011,HS201,AA
180101024,CS201,AB
180123052,CS203,AA
180123054,SA301,BB
180123029,MA321,AA
180123017,SA401,BC
180101084,CS246,CC
180101023,CS203,BC
180123021,CS221,CC
180123013,CS498,AB
180101032,EE101,BB
180101036,CS361,BC
180123047,CS402,AA
180101050,OE201,CC
180123034,CS402,AA
180101037,CS361,BC
180123024,OE201,AB
180123044,PH101,BB
180123008,CS499,AA
180123021,CS501,DD
180101057,CS221,CD
180101028,PH101,BB
180101033,PH110,BC
180101055,OE101,BB
180101034,MA101,DD
180101048,ME110,CD
180123033,CS246,CD
180123012,CS344,BC
180101061,ME110,CC
180123029,HS102,DD
180101038,CS342,AB
180101076,HS100,AB
180101088,OE101,DD
180101032,MA102,BB
180101030,MA225,BC
180123050,CS401,BC
180123026,CS223,BC
180101036,CS345,DD
180123059,CS245,AA
180101037,CS344,AB
180101061,CS403,BC
180123014,CS345,AA
180101039,CS245,AB
180123048,ME111,AA
180101053,ME110,CC
180101038,CS204,AB
180123044,CS245,AA
180123003,HS201,BC
180101080,CS341,AA
180123063,EE110,BC
180101081,SA101,CD
180123011,OE101,AA
180123028,SA301,AB
180123058,ME111,AA
180101010,CS405,BB
180123006,HS102,BC
180101054,CS499,CD
180101007,HS202,BC
180123061,SA401,CC
180101065,CS224,BC
180123057,CS402,CC
180123041,CH101,BC
180123065,CS203,BB
180101034,CS402,AB
180101024,CS401,BC
180123002,PH110,DD
180101096,ME110,AB
180101043,ME111,CD
180101041,HS102,CD
180101062,PH110,AA
180101057,MA101,BC
180123011,PH110,CC
180101020,EE110,CD
180101032,CH101,AB
180101038,XX102M,BB
180123003,CS205,BC
180101090,CS344,DD
180101049,CS204,DD
180123019,CS101,BB
180123038,XX103M,BB
180101014,CS346,CD
180123007,CS245,CC
180123018,CS346,BC
180123020,CS361,CD
180101060,SA201,DD
180101072,SA201,AA
180123007,XX105M,CC
180101022,CS361,CC
180123002,ME110,CC
180101094,CS342,BC
180101029,CS341,BC
180123026,EE101,CC
180101010,PH101,AA
180101091,CS498,BB
180101049,SA101,BB
180101083,MA225,AB
180101098,MA102,DD
180101094,CS204,AB
180123064,PH101,AB
180123012,HS101,AA
180123022,CS223,CD
180101037,PH110,DD
180101097,CS342,AA
180123055,CS405,BC
180101009,CH110,CC
180123037,CS342,AB
180101060,XX101M,BC
180101023,CS342,BB
180123064,CS348,BB
180101060,CS405,DD
180123043,MA321,CD
180101051,PH101,BB
180123005,CS402,CD
180101016,XX103M,AA
180123010,CS205,AB
180101080,MA102,DD
180123054,XX104M,CC
180123009,MA102,CC
180123024,CS405,CC
180101011,PH101,AB
180101079,CS242,CD
180101013,OE201,AB
180123008,SA301,BC
180101067,CS246,BB
180123022,XX103M,BC
180101021,CS110,DD
180101068,SA201,CC
180101090,CS404,CD
180123034,CS348,BB
180101078,HS100,AA
180101027,CH110,DD
180101029,XX102M,CC
180123051,XX101M,BB
180123051,CS501,DD
180101003,CS499,AB
180101041,SA101,BC
180101008,XX102M,CC
180101065,CS221,DD
180101050,CS203,CD
180101064,SA301,AA
180123011,CS343,CC
180101007,CS346,AB
180101050,CS245,AB
180101038,CH110,BB
180101039,CS403,BB
180123029,PH110,BC
180101008,ME110,AA
180123053,ME111,AA
180101003,EE110,BC
180101091,MA101,BC
180101044,MA101,AB
180101094,CS405,CC
180101062,CS207,CC
180123036,CS201,AB
180123004,MA222,CD
180101027,CS341,BB
180123041,OE201,CD
180101015,SA301,BC
180123015,OE201,DD
180101092,CS501,CD
180123063,OE102,AA
180101081,XX103M,DD
180101093,CS401,BC
180101023,CS345,AB
180101076,CS343,CD
180101093,CS110,BC
180123051,OE101,DD
180101025,XX102M,BB
180123050,XX102M,AB
180101090,CS221,CD
180123036,XX102M,CC
180123040,HS102,AA
180101059,CS403,CC
180123064,HS100,DD
180101010,HS100,CC
180123028,XX101M,BC
180101038,CS501,AB
180101032,OE201,BC
180101067,CS203,DD
180101066,MA102,BB
180101006,ME111,CC
180123063,ME101,AB
180123033,CS404,CC
180101079,CS405,CC
180123011,PH102,CC
180123007,CS361,AA
180101042,OE102,AA
180123048,CS246,CD
180101041,PH102,BB
180101044,HS202,CD
180101067,CS498,AA
180123048,CS223,DD
180101011,EE110,BC
180101061,CS498,CD
180101019,OE102,BC
180101077,XX101M,BC
180123051,CS343,DD
180101043,CS361,DD
180101032,CS242,DD
180123023,CS346,CC
180101036,CS242,BC
180123053,CS341,DD
180123008,CS361,AB
180101048,PH101,CC
180123043,CH101,CC
180123014,HS202,AA
180101098,CS344,CD
180123005,CS245,CD
180123003,CS345,CC
180101090,CS245,BB
180123010,CS203,CC
180101018,MA101,DD
180101034,PH102,AA
180101002,MA222,CC
180101025,CS205,BB
180101033,ME110,CD
180123017,PH102,DD
180101015,CS201,BB
180101024,XX103M,CC
180123003,EE101,AA
180101043,XX103M,AA
180101064,SA201,BC
180101025,MA222,AB
180123065,XX105M,CC
180123003,CS405,AA
180123050,SA401,AB
180123037,XX103M,DD
180123057,CS346,CD
180123062,EE110,CC
180101027,SA201,CC
180123065,CS343,AA
180101086,ME111,CC
180101080,CS246,BB
180101095,CS224,BC
180101003,HS202,DD
180101032,CH110,AB
180101031,CS343,AB
180101058,ME111,CC
180101086,HS102,CC
180101018,PH101,AA
180101078,PH110,AA
180123037,CS242,BC
180101031,CS242,AA
180101051,OE202,CD
180101057,PH102,CC
180123023,PH101,AB
180123057,PH101,BB
180101075,PH101,AA
180123017,CH101,CD
180101079,CS401,CC
180123048,PH101,AA
180101043,CS402,AA
180101071,ME111,BC
180101084,ME111,AA
180123064,CS501,BB
180123059,CS405,BB
180123058,HS100,DD
180101002,XX101M,AA
180123016,CS501,AA
180101087,CS346,DD
180123042,CS203,BB
180123018,PH102,CC
