75770523264	6256941635	9	4802905544	1	0	4	0.1775	0.03107	0.00005627	0
75770523364	6256861974	20	17504087	4	0	0	0.0125	0.01636	0.001131	0
75770523385	6256941633	0	904514	4	0	9	0	0.0001554	0	0
75770523493	4374347510	1	1271876	2	0	0	0.0625	0.0159	0.00003815	0
75770523500	4374347510	1		0	0	0	0.0625	0.0159	0.00003815	0
75770523501	6183750753	26	1271876	2	1	0	0.125	0.03339	0.00001907	0
75770523508	6183750753	26		0	1	0	0.125	0.03339	0.00001907	0
75770523510	6256941635	19	1271876	1	0	4	0.1775	0.03107	0.00005627	0
75770523580	6238340468	1307	797771669	2	1	0	0.0625	0.03961	0.00003815	0
75770523588	6238340468	1307		0	1	0	0.0625	0.03961	0.00003815	0
75770523589	6238340468	1572	797771669	2	1	0	0.0625	0.03961	0.00003815	0
75770523597	6238340468	1572		0	1	0	0.0625	0.03961	0.00003815	0
75770523598	6238340468	2057	797771669	2	1	0	0.0625	0.03961	0.00003815	0
75770523606	6238340468	2057		0	1	0	0.0625	0.03961	0.00003815	0
75770523608	6256941635	16	797771669	1	0	4	0.1775	0.03107	0.00005627	0
75770523633	6256219415	11	903245	4	0	0	0.0125	0.01247	0.001131	0
75770523800	515042969	3		5	2	0	0.01562	0.01553	0.0002155	0
75770523803	515042969	3		0	2	0	0.01562	0.01553	0.0002155	0
75770523838	6256933464	0	3583149260	4	2	1	0.009369	0.0159	0.00001144	0
75770523844	6256933688	0	3583149260	4	0	0	0.007256	0.01143	0.000009537	0
75770523864	6256933688	1	336074027	5	0	0	0.007256	0.01143	0.000009537	0
75770523874	6256933788	5	1149939272	5	0	0	0.009369	0.01111	0.000009537	0
75770523884	6256933788	6	2851863	5	0	0	0.009369	0.01111	0.000009537	0
75770523894	6256933788	8	1436491838	5	0	0	0.009369	0.01111	0.000009537	0
75770523904	6256933788	9	793168500	5	0	0	0.009369	0.01111	0.000009537	0
75770523914	6256933788	21	1436387371	5	0	0	0.009369	0.01111	0.000009537	0
75770523924	6256933788	25	682460	5	0	0	0.009369	0.01111	0.000009537	0
75770523934	6256934212	0	708500956	5	2	0	0.006248	0.0159	0.00003815	0
75770524429	6255532702	655	4802885186	2	0	0	0.06873	0.01193	0.0001154	0
75770524438	6255532702	655		0	0	0	0.06873	0.01193	0.0001154	0
75770524439	6238340468	2583	4802885186	2	1	0	0.0625	0.03961	0.00003815	0
75770524447	6238340468	2583		0	1	0	0.0625	0.03961	0.00003815	0
75770524449	6256941635	15	4802885186	1	0	4	0.1775	0.03107	0.00005627	0
75771360581	515042969	10	1269058	1	2	0	0.01562	0.01553	0.0002155	0
75771360590	6249834537	441	4802885186	1	0	0	0.05627	0.0202	0.00007725	0
75771398109	6256932523	8	4477658298	4	0	0	0.009369	0.006851	0.0007534	0
75771398115	6256932238	41	4477658298	4	0	0	0.0125	0.006729	0.0007534	0
75771398174	6256606278	599	317304510	4	0	0	0.009369	0.01663	0.0006943	0
75771398273	515042969	19		5	2	0	0.01562	0.01553	0.0002155	0
75771398276	515042969	19		0	2	0	0.01562	0.01553	0.0002155	0
75772197416	515042969	3	4820136827	1	2	0	0.01562	0.01553	0.0002155	0
75772197424	4374347510	1	99076668	1	0	0	0.0625	0.0159	0.00003815	0
75772197433	6238340468	68	2607333718	1	1	0	0.0625	0.03961	0.00003815	0
75772197452	6255532702	655	976809	1	0	0	0.06873	0.01193	0.0001154	0
75772244881	6183750753	37	7	2	1	0	0.125	0.03339	0.00001907	0
75772244888	6183750753	37		0	1	0	0.125	0.03339	0.00001907	0
75772244890	6256941635	4	7	1	0	4	0.1775	0.03107	0.00005627	0
75772245221	6256606278	281	3202745362	4	0	0	0.009369	0.01663	0.0006943	0
75772245323	515042969	8		5	2	0	0.01562	0.01553	0.0002155	0
75772245326	515042969	8		0	2	0	0.01562	0.01553	0.0002155	0
75772245613	6221861800	11157	2054997619	2	0	0	0.0125	0.0159	0.0004044	0
75772245620	6221861800	11157		0	0	0	0.0125	0.0159	0.0004044	0
75772245621	6255532702	922	2054997619	2	0	0	0.06873	0.01193	0.0001154	0
75772245630	6255532702	922		0	0	0	0.06873	0.01193	0.0001154	0
75772245631	6221861800	19734	2054997619	2	0	0	0.0125	0.0159	0.0004044	0
75772245638	6221861800	19734		0	0	0	0.0125	0.0159	0.0004044	0
75772245639	6255532702	215	2054997619	2	0	0	0.06873	0.01193	0.0001154	0
75772245648	6255532702	215		0	0	0	0.06873	0.01193	0.0001154	0
75772245649	6221861800	4987	2054997619	2	0	0	0.0125	0.0159	0.0004044	0
75772245656	6221861800	4987		0	0	0	0.0125	0.0159	0.0004044	0
75772245658	6256941635	26	2054997619	1	0	4	0.1775	0.03107	0.00005627	0
75772245964	5495696456	0	317808376	3	0	0	0.006248	0.003109	0.00003815	0
75772245975	5495696456	0		0	0	0	0.006248	0.003109	0.00003815	0
75773094308	515042969	13	431053017	1	2	0	0.01562	0.01553	0.0002155	0
75773123660	6256861974	32	1343240	4	0	0	0.0125	0.01636	0.001131	0
75773969871	515042969	8	2850451	1	2	0	0.01562	0.01553	0.0002155	0
75773969887	5495696456	0	4357859458	1	0	0	0.006248	0.003109	0.00003815	0
75773969895	6221861800	4987	717255	1	0	0	0.0125	0.0159	0.0004044	0
75773969904	6221861800	11157	765604	1	0	0	0.0125	0.0159	0.0004044	0
75773969913	6221861800	19734	38646839	1	0	0	0.0125	0.0159	0.0004044	0
75773969925	6255532702	215	976809	1	0	0	0.06873	0.01193	0.0001154	0
75773969936	6255532702	922	681481977	1	0	0	0.06873	0.01193	0.0001154	0
75773969950	6256830227	1370	317808376	1	0	0	0.02249	0.0575	0.0004635	0
75774009799	6249834537	772	1426644522	2	0	0	0.05627	0.0202	0.00007725	0
75774009810	6249834537	772		0	0	0	0.05627	0.0202	0.00007725	0
75774009811	6219557576	178	1426644522	2	0	0	0.03125	0.006836	0.00001907	0
75774009818	6219557576	178		0	0	0	0.03125	0.006836	0.00001907	0
75774009820	6256941635	27	1426644522	1	0	4	0.1775	0.03107	0.00005627	0
75774010124	515042969	0		5	2	0	0.01562	0.01553	0.0002155	0
75774010127	515042969	0		0	2	0	0.01562	0.01553	0.0002155	0
75774010229	515042969	2		5	2	0	0.01562	0.01553	0.0002155	0
75774010232	515042969	2		0	2	0	0.01562	0.01553	0.0002155	0
75774010711	6238340468	218	4802484114	2	1	0	0.0625	0.03961	0.00003815	0
75774010719	6238340468	218		0	1	0	0.0625	0.03961	0.00003815	0
75774010720	6238340468	1833	4802484114	2	1	0	0.0625	0.03961	0.00003815	0
75774010728	6238340468	1833		0	1	0	0.0625	0.03961	0.00003815	0
75774010730	6256941635	28	4802484114	1	0	4	0.1775	0.03107	0.00005627	0
75774743171	6256828882	10	4802484114	1	0	0	0.02563	0.0575	0.0004635	0
75774883480	6255532702	666	305387623	2	0	0	0.06873	0.01193	0.0001154	0
75774883489	6255532702	666		0	0	0	0.06873	0.01193	0.0001154	0
75774883490	5495695565	1	305387623	2	0	0	0.05627	0.007767	0.0003862	0
75774883497	5495695565	1		0	0	0	0.05627	0.007767	0.0003862	0
75774883498	6255532702	956	305387623	2	0	0	0.06873	0.01193	0.0001154	0
75774883507	6255532702	956		0	0	0	0.06873	0.01193	0.0001154	0
75774883509	6256941635	2	305387623	1	0	4	0.1775	0.03107	0.00005627	0
75774884157	6255532702	274	5069302039	2	0	0	0.06873	0.01193	0.0001154	0
75774884166	6255532702	274		0	0	0	0.06873	0.01193	0.0001154	0
75774884168	6256941635	0	5069302039	1	0	4	0.1775	0.03107	0.00005627	0
75774884328	6238340468	1765	3829186	2	1	0	0.0625	0.03961	0.00003815	0
75774884336	6238340468	1765		0	1	0	0.0625	0.03961	0.00003815	0
75774884337	6249834537	45	3829186	2	0	0	0.05627	0.0202	0.00007725	0
75774884348	6249834537	45		0	0	0	0.05627	0.0202	0.00007725	0
75774884350	6256941635	10	3829186	1	0	4	0.1775	0.03107	0.00005627	0
75775729634	515042969	0	6566382	1	2	0	0.01562	0.01553	0.0002155	0
75775729646	515042969	2	351622935	1	2	0	0.01562	0.01553	0.0002155	0
75775729657	6219557576	178	3583723625	1	0	0	0.03125	0.006836	0.00001907	0
75775729666	6238340468	218	6565347	1	1	0	0.0625	0.03961	0.00003815	0
75775729676	6249834537	772	1275448	1	0	0	0.05627	0.0202	0.00007725	0
75775756714	6256944237	0		0	1	1	0.01562	0.01553	0.00003815	0
75775762915	6256219415	63	1271783	4	0	0	0.0125	0.01247	0.001131	0
75775762990	515042969	11		5	2	0	0.01562	0.01553	0.0002155	0
75775762993	515042969	11		0	2	0	0.01562	0.01553	0.0002155	0
75775763145	515042969	12		5	2	0	0.01562	0.01553	0.0002155	0
75775763148	515042969	12		0	2	0	0.01562	0.01553	0.0002155	0
75775763910	6256640932	24	4819984634	3	2	6	0.125	0.07959	0.00005436	0
75775763921	6256640932	24		0	2	6	0.125	0.07959	0.00005436	0
75775763922	6256640932	17	4819984634	3	2	6	0.125	0.07959	0.00005436	0
75775763933	6256640932	17		0	2	6	0.125	0.07959	0.00005436	0
75775763934	6256640932	9	4819984634	3	2	6	0.125	0.07959	0.00005436	0
75775763945	6256640932	9		0	2	6	0.125	0.07959	0.00005436	0
75776659644	5495695565	1	904978	1	0	0	0.05627	0.007767	0.0003862	0
75776659653	6249834537	45	4022989355	1	0	0	0.05627	0.0202	0.00007725	0
75776659665	6255532702	274	3231154757	1	0	0	0.06873	0.01193	0.0001154	0
75776659677	6255532702	666	317341528	1	0	0	0.06873	0.01193	0.0001154	0
75776659689	6255532702	956	38686564	1	0	0	0.06873	0.01193	0.0001154	0
75776659724	6256830227	1371	381133	1	0	0	0.02249	0.0575	0.0004635	0
75776696412	6221861800	16753	336021528	2	0	0	0.0125	0.0159	0.0004044	0
75776696419	6221861800	16753		0	0	0	0.0125	0.0159	0.0004044	0
75776696420	6249834537	49	336021528	2	0	0	0.05627	0.0202	0.00007725	0
75776696431	6249834537	49		0	0	0	0.05627	0.0202	0.00007725	0
75776696432	6221861800	19879	336021528	2	0	0	0.0125	0.0159	0.0004044	0
75776696439	6221861800	19879		0	0	0	0.0125	0.0159	0.0004044	0
75776696441	6256941635	7	336021528	1	0	4	0.1775	0.03107	0.00005627	0
75776696490	6256018664	2	38745633	2	2	1	0.0625	0.003883	0.000007629	0
75776696498	6256018664	2		0	2	1	0.0625	0.003883	0.000007629	0
75776696499	6256018813	40	38745633	2	2	1	0.0125	0.02298	0.000007629	0
75776696506	6256018813	40		0	2	1	0.0125	0.02298	0.000007629	0
75776696508	6256941469	0	38745633	1	2	8	0.25	0.007767	0.00001144	0
75776697117	6256640932	8	4802042730	3	2	6	0.125	0.07959	0.00005436	0
75776697128	6256640932	8		0	2	6	0.125	0.07959	0.00005436	0
75777636464	6256640932	9	4819984634	1	2	6	0.125	0.07959	0.00005436	0
75777636477	6255532702	952	4819984634	2	0	0	0.06873	0.01193	0.0001154	0
75777636486	6255532702	952		0	0	0	0.06873	0.01193	0.0001154	0
75777636512	515042954	5	4802479866	5	2	0	0.1156	0.02097	0.0001059	0
75777636515	515042954	5		0	2	0	0.1156	0.02097	0.0001059	0
75777636544	6256944237	0	3349074896	1	1	1	0.01562	0.01553	0.00003815	0
75777636556	515042969	11	294983444	1	2	0	0.01562	0.01553	0.0002155	0
75777636568	515042969	12	1094546	1	2	0	0.01562	0.01553	0.0002155	0
75777680599	515042969	15		5	2	0	0.01562	0.01553	0.0002155	0
75777680602	515042969	15		0	2	0	0.01562	0.01553	0.0002155	0
75777680995	6256830227	50	4874102959	3	0	0	0.02249	0.0575	0.0004635	0
75777681010	6256830227	50		0	0	0	0.02249	0.0575	0.0004635	0
75777681448	6238340468	494	38685424	2	1	0	0.0625	0.03961	0.00003815	0
75777681456	6238340468	494		0	1	0	0.0625	0.03961	0.00003815	0
75777681457	6249834537	394	38685424	2	0	0	0.05627	0.0202	0.00007725	0
75777681468	6249834537	394		0	0	0	0.05627	0.0202	0.00007725	0
75777681469	6238340468	2345	38685424	2	1	0	0.0625	0.03961	0.00003815	0
75777681477	6238340468	2345		0	1	0	0.0625	0.03961	0.00003815	0
75777681479	6256941635	14	38685424	1	0	4	0.1775	0.03107	0.00005627	0
75777681671	6255532702	413	295001041	2	0	0	0.06873	0.01193	0.0001154	0
75777681680	6255532702	413		0	0	0	0.06873	0.01193	0.0001154	0
75777681681	6255532702	412	295001041	2	0	0	0.06873	0.01193	0.0001154	0
75777681690	6255532702	412		0	0	0	0.06873	0.01193	0.0001154	0
75777681692	6256941635	22	295001041	1	0	4	0.1775	0.03107	0.00005627	0
75778547960	6256018664	2	1340515	1	2	1	0.0625	0.003883	0.000007629	0
75778547978	6256018813	40	4820234896	1	2	1	0.0125	0.02298	0.000007629	0
75778547996	6221861800	16753	2507381619	1	0	0	0.0125	0.0159	0.0004044	0
75778548005	6221861800	19879	665523726	1	0	0	0.0125	0.0159	0.0004044	0
75778548021	6238340468	1307	371617923	1	1	0	0.0625	0.03961	0.00003815	0
75778548048	6249834537	49	38124130	1	0	0	0.05627	0.0202	0.00007725	0
75778548060	6255532702	952	336071717	1	0	0	0.06873	0.01193	0.0001154	0
75778548069	6256830227	1372	4820239047	1	0	0	0.02249	0.0575	0.0004635	0
75778548078	6256830227	1373	4820239047	1	0	0	0.02249	0.0575	0.0004635	0
75778958377	6249834537	732	30789302	2	0	0	0.05627	0.0202	0.00007725	0
75778958388	6249834537	732		0	0	0	0.05627	0.0202	0.00007725	0
75778958389	6221861800	14427	30789302	2	0	0	0.0125	0.0159	0.0004044	0
75778958396	6221861800	14427		0	0	0	0.0125	0.0159	0.0004044	0
75778958398	6256941635	1	30789302	1	0	4	0.1775	0.03107	0.00005627	0
75778958798	6256922010	67	1332302	2	0	0	0.0625	0.0318	0.0007715	0
75778958811	6256922010	67		0	0	0	0.0625	0.0318	0.0007715	0
75778958813	6256941635	29	1332302	1	0	4	0.1775	0.03107	0.00005627	0
75779749334	6249834537	394	711247	1	0	0	0.05627	0.0202	0.00007725	0
75779749345	6255532702	412	257406760	1	0	0	0.06873	0.01193	0.0001154	0
75779749357	6255532702	413	317468392	1	0	0	0.06873	0.01193	0.0001154	0
75779749366	6256830227	1374	4874102959	1	0	0	0.02249	0.0575	0.0004635	0
75779878942	6255532702	663	2055485967	2	0	0	0.06873	0.01193	0.0001154	0
75779878951	6255532702	663		0	0	0	0.06873	0.01193	0.0001154	0
75779878952	5966089485	397	2055485967	2	0	0	0.03125	0.006836	0.00001907	0
75779878959	5966089485	397		0	0	0	0.03125	0.006836	0.00001907	0
75779878960	6221861800	2246	2055485967	2	0	0	0.0125	0.0159	0.0004044	0
75779878967	6221861800	2246		0	0	0	0.0125	0.0159	0.0004044	0
75779878969	6256941635	23	2055485967	1	0	4	0.1775	0.03107	0.00005627	0
75779879364	6256606278	199	4486038531	4	0	0	0.009369	0.01663	0.0006943	0
75779879423	6255532702	677	274862940	2	0	0	0.06873	0.01193	0.0001154	0
75779879432	6255532702	677		0	0	0	0.06873	0.01193	0.0001154	0
75779879433	6255532702	668	274862940	2	0	0	0.06873	0.01193	0.0001154	0
75779879442	6255532702	668		0	0	0	0.06873	0.01193	0.0001154	0
75779879443	5402488769	3723	274862940	2	1	0	0.0006247	0.003883	0.00002098	0
75779879450	5402488769	3723		0	1	0	0.0006247	0.003883	0.00002098	0
75779879451	6219557576	11	274862940	2	0	0	0.03125	0.006836	0.00001907	0
75779879458	6219557576	11		0	0	0	0.03125	0.006836	0.00001907	0
75779879460	6256941635	18	274862940	1	0	4	0.1775	0.03107	0.00005627	0
75779879700	6255532702	723	38656095	2	0	0	0.06873	0.01193	0.0001154	0
75779879709	6255532702	723		0	0	0	0.06873	0.01193	0.0001154	0
75779879711	6256941635	20	38656095	1	0	4	0.1775	0.03107	0.00005627	0
75779880102	6256934523	1	6639225	4	0	6	0.009369	0.002735	0.00003052	0
75780750881	6221861800	14427	31078997	1	0	0	0.0125	0.0159	0.0004044	0
75780750921	6249834537	732	2852021	1	0	0	0.05627	0.0202	0.00007725	0
75780778694	6256934523	5	216881134	4	0	6	0.009369	0.002735	0.00003052	0
75780778775	6183750753	28	1094236	2	1	0	0.125	0.03339	0.00001907	0
75780778782	6183750753	28		0	1	0	0.125	0.03339	0.00001907	0
75780778784	6256941635	3	1094236	1	0	4	0.1775	0.03107	0.00005627	0
75780779144	6256640932	27	682801	3	2	6	0.125	0.07959	0.00005436	0
75780779155	6256640932	27		0	2	6	0.125	0.07959	0.00005436	0
75780779636	6256838156	0	1391219656	3	2	0	0.006248	0.0575	0.00003815	0
75780779646	6256838156	0		0	2	0	0.006248	0.0575	0.00003815	0
75781645828	5402488769	3723	2110696959	1	1	0	0.0006247	0.003883	0.00002098	0
75781645837	5966089485	397	6566743	1	0	0	0.03125	0.006836	0.00001907	0
75781645855	6219557576	11	201595472	1	0	0	0.03125	0.006836	0.00001907	0
75781645878	6221861800	2246	1274298	1	0	0	0.0125	0.0159	0.0004044	0
75781645910	6255532702	663	4486038531	1	0	0	0.06873	0.01193	0.0001154	0
75781676766	6255532702	354	32062238	2	0	0	0.06873	0.01193	0.0001154	0
75781676775	6255532702	354		0	0	0	0.06873	0.01193	0.0001154	0
75781676776	6249834537	165	32062238	2	0	0	0.05627	0.0202	0.00007725	0
75781676787	6249834537	165		0	0	0	0.05627	0.0202	0.00007725	0
75781676788	6219557576	283	32062238	2	0	0	0.03125	0.006836	0.00001907	0
75781676795	6219557576	283		0	0	0	0.03125	0.006836	0.00001907	0
75781676797	6256941635	6	32062238	1	0	4	0.1775	0.03107	0.00005627	0
75781676972	6256606278	690	257351345	4	0	0	0.009369	0.01663	0.0006943	0
75781677515	6256603109	15	336062105	4	1	4	0.09998	0.02069	0.00003815	1
75782550452	6256830227	50	1391219656	1	0	0	0.02249	0.0575	0.0004635	0
75782550466	6256838156	0	634703	1	2	0	0.006248	0.0575	0.00003815	0
75782585806	6256944489	0		0	0	9	0	0.0001554	0	0
75782594973	6255532702	427	4302684846	2	0	0	0.06873	0.01193	0.0001154	0
75782594982	6255532702	427		0	0	0	0.06873	0.01193	0.0001154	0
75782594983	6255532702	24	4302684846	2	0	0	0.06873	0.01193	0.0001154	0
75782594992	6255532702	24		0	0	0	0.06873	0.01193	0.0001154	0
75782594994	6256941635	24	4302684846	1	0	4	0.1775	0.03107	0.00005627	0
75782595299	6256828882	172	463440447	5	0	0	0.02563	0.0575	0.0004635	0
75782595310	6256828882	172		0	0	0	0.02563	0.0575	0.0004635	0
75782595569	6221861800	2863	16909011	2	0	0	0.0125	0.0159	0.0004044	0
75782595576	6221861800	2863		0	0	0	0.0125	0.0159	0.0004044	0
75782595577	6183750753	18	16909011	2	1	0	0.125	0.03339	0.00001907	0
75782595584	6183750753	18		0	1	0	0.125	0.03339	0.00001907	0
75782595586	6256941635	21	16909011	1	0	4	0.1775	0.03107	0.00005627	0
75782595747	6256922010	38	3383067123	4	0	0	0.0625	0.0318	0.0007715	0
75783414021	515042969	15	336062105	1	2	0	0.01562	0.01553	0.0002155	0
75783414038	6219557576	283	2055631589	1	0	0	0.03125	0.006836	0.00001907	0
75783414096	6249834537	165	1271735	1	0	0	0.05627	0.0202	0.00007725	0
75783414114	6255532702	354	708496208	1	0	0	0.06873	0.01193	0.0001154	0
75783414153	6256830227	1375	257351345	1	0	0	0.02249	0.0575	0.0004635	0
75783554512	6256922010	66	4478549581	4	0	0	0.0625	0.0318	0.0007715	0
75784396323	6256944489	0	3231862370	1	0	9	0	0.0001554	0	0
75784396332	6183750753	2	3383067123	1	1	0	0.125	0.03339	0.00001907	0
75784396350	6221861800	2863	2441406994	1	0	0	0.0125	0.0159	0.0004044	0
75784396377	6256828882	172	463440447	1	0	0	0.02563	0.0575	0.0004635	0
75784416586	6256944614	0		0	1	1	0.01562	0.01553	0.00003815	0
75784425303	6256640932	5	4819984634	3	2	6	0.125	0.07959	0.00005436	0
75784425314	6256640932	5		0	2	6	0.125	0.07959	0.00005436	0
75784425315	6256640932	22	4819984634	3	2	6	0.125	0.07959	0.00005436	0
75784425326	6256640932	22		0	2	6	0.125	0.07959	0.00005436	0
75785237816	6255532702	181	4478549581	1	0	0	0.06873	0.01193	0.0001154	0
75785237830	6256830227	1376	227323297	1	0	0	0.02249	0.0575	0.0004635	0
75785265902	6255532702	374	2207100783	2	0	0	0.06873	0.01193	0.0001154	0
75785265911	6255532702	374		0	0	0	0.06873	0.01193	0.0001154	0
75785265912	6255532702	926	2207100783	2	0	0	0.06873	0.01193	0.0001154	0
75785265921	6255532702	926		0	0	0	0.06873	0.01193	0.0001154	0
75785265922	6221861800	16333	2207100783	2	0	0	0.0125	0.0159	0.0004044	0
75785265929	6221861800	16333		0	0	0	0.0125	0.0159	0.0004044	0
75785265931	6256640932	18	2207100783	1	2	6	0.125	0.07959	0.00005436	0
75786150656	6256944614	0	3351473350	1	1	1	0.01562	0.01553	0.00003815	0
75786150694	6255532702	24	2207100783	1	0	0	0.06873	0.01193	0.0001154	0
75786150709	6256830227	1377	4246545035	1	0	0	0.02249	0.0575	0.0004635	0
75786172363	6256944689	0		0	2	0	0.009933	0.004662	0.00001144	0
75786197651	6256944691	0		0	0	1	0.0006247	0.003975	0.000004768	0
75786201488	6256606278	269	257406178	4	0	0	0.009369	0.01663	0.0006943	0
75787034299	6221861800	16333	38737050	1	0	0	0.0125	0.0159	0.0004044	0
75787057792	6256943699	0		0	0	6	0.009369	0.002205	0.00003052	0
75787057794	6256943699	1		0	0	6	0.009369	0.002205	0.00003052	0
75787057796	6256943699	2		0	0	6	0.009369	0.002205	0.00003052	0
75787057798	6256943699	3		0	0	6	0.009369	0.002205	0.00003052	0
75787057800	6256943699	4		0	0	6	0.009369	0.002205	0.00003052	0
75787057802	6256943699	5		0	0	6	0.009369	0.002205	0.00003052	0
75787057804	6256943699	6		0	0	6	0.009369	0.002205	0.00003052	0
75787057806	6256943699	7		0	0	6	0.009369	0.002205	0.00003052	0
75787057808	6256943699	8		0	0	6	0.009369	0.002205	0.00003052	0
75787060711	6256943847	0		0	1	8	0.0625	0.009323	0.00003815	0
75787066954	515042969	17		5	2	0	0.01562	0.01553	0.0002155	0
75787066957	515042969	17		0	2	0	0.01562	0.01553	0.0002155	0
75787067048	515042969	21		5	2	0	0.01562	0.01553	0.0002155	0
75787067051	515042969	21		0	2	0	0.01562	0.01553	0.0002155	0
75787067182	6256606278	720	317330969	4	0	0	0.009369	0.01663	0.0006943	0
75787067524	6256922010	73	336035840	4	0	0	0.0625	0.0318	0.0007715	0
75787874782	6256944691	0	1271358	1	0	1	0.0006247	0.003975	0.000004768	0
75787874827	6256944689	0	207834076	1	2	0	0.009933	0.004662	0.00001144	0
75787900834	6255967760	356	573595422	4	1	4	0.05103	0.03918	0.00193	0
75787900929	6256606278	655	485241	4	0	0	0.009369	0.01663	0.0006943	0
75787901122	6256941034	0	4361029809	4	1	4	0.0006247	0.003975	0.000004768	0
75787901134	6256842139	6	6566559	4	1	4	0.02438	0.02704	0.0003862	0
75788767134	6256943847	0	295000406	1	1	8	0.0625	0.009323	0.00003815	0
75788767137	6256943877	0		0	1	4	0.03125	0.009323	0.0001545	0
75788767138	6256943877	1		0	1	4	0.03125	0.009323	0.0001545	0
75788767139	6256943877	2		0	1	4	0.03125	0.009323	0.0001545	0
75788767140	6256943877	3		0	1	4	0.03125	0.009323	0.0001545	0
75788767141	6256943877	4		0	1	4	0.03125	0.009323	0.0001545	0
75788767142	6256943877	5		0	1	4	0.03125	0.009323	0.0001545	0
75788767143	6256943877	6		0	1	4	0.03125	0.009323	0.0001545	0
75788767144	6256943877	7		0	1	4	0.03125	0.009323	0.0001545	0
75788767145	6256943877	8		0	1	4	0.03125	0.009323	0.0001545	0
75788767146	6256943877	9		0	1	4	0.03125	0.009323	0.0001545	0
75788767147	6256943877	10		0	1	4	0.03125	0.009323	0.0001545	0
75788767148	6256943877	11		0	1	4	0.03125	0.009323	0.0001545	0
75788767149	6256943877	12		0	1	4	0.03125	0.009323	0.0001545	0
75788767150	6256943877	13		0	1	4	0.03125	0.009323	0.0001545	0
75788767151	6256943877	14		0	1	4	0.03125	0.009323	0.0001545	0
75788767152	6256943877	15		0	1	4	0.03125	0.009323	0.0001545	0
75788767153	6256943877	16		0	1	4	0.03125	0.009323	0.0001545	0
75788767154	6256943877	17		0	1	4	0.03125	0.009323	0.0001545	0
75788767155	6256943877	18		0	1	4	0.03125	0.009323	0.0001545	0
75788767156	6256943877	19		0	1	4	0.03125	0.009323	0.0001545	0
75788767157	6256943877	20		0	1	4	0.03125	0.009323	0.0001545	0
75788767158	6256943877	21		0	1	4	0.03125	0.009323	0.0001545	0
75788767159	6256943877	22		0	1	4	0.03125	0.009323	0.0001545	0
75788767160	6256943877	23		0	1	4	0.03125	0.009323	0.0001545	0
